word;last_mentioned_on;part_of_speech;meanings
adoro;;;Render ou prestar culto a. idolatrar uma divindade. cultuar: adorava as santas. preferia adorar na igreja. | [Por Extensao] Demonstrar excesso de admiracao por. venerar algo ou alguem. reverenciar: adorava o padrasto. adorava o chocolate. | Gostar de maneira exagerada ou extrema. apaixonar-se: apaixonada, adorava o marido. meus pais me adoram.
adote;;;Adote vem do verbo adotar. O mesmo que: admita, filie, despose, assuma, abrace, empregue, concorde, tolere, escolha.
adote;;;Acolher legalmente como filho(a): adotou a menina mais velha. adotou a adolescente como filha. | Assumir. escolher algo: adotaram o cristianismo como religiao. | Incorporar.colocar em pratica: adotou a dieta como regra de vida.
adoto;;;Adoto vem do verbo adotar. O mesmo que: admito, filio, desposo, assumo, abraco, emprego, concordo, tolero, escolho.
adoto;;;Acolher legalmente como filho(a): adotou a menina mais velha. adotou a adolescente como filha. | Assumir. escolher algo: adotaram o cristianismo como religiao. | Incorporar.colocar em pratica: adotou a dieta como regra de vida.
adria;;;
adrio;;;
adubo;;substantivo masculino;Agricultura. Materia propria para fertilizar as terras. fertilizante. | Adubo verde, leguminosas enterradas na lavra. | Utilizam-se adubos organicos (esterco de curral, guano, lixo das cidades) e adubos minerais, uns empregados em grande quantidade (adubos plasticos: nitratos, cianamida, fosfatos e superfosfatos, sais de potassio), outros em pequena quantidade (adubos cataliticos: sais de manganes, de ferro. boratos).
adufe;;substantivo masculino;Pandeiro de forma quadrada.
adule;;;Adule vem do verbo adular. O mesmo que: estime, acarinhe, bajouje, bajule, embandeire, lisonjeie.
adule;;;Fazer muitos elogios a. elogiar excessivamente. bajular: viva adulando a mae. | [Brasil] Nordeste. Estimar alguem. ter uma profunda adoracao por. estimar. | [Brasil] Minas Gerais. Fazer carinhos em. acarinhar: o pai gostava de adular o filho.
adulo;;adverbio;[Antigo] e prov. tras. | O mesmo que onde.
advir;;verbo transitivo indireto e intransitivo;Aparecer como resultado de. acontecer depois. resultar: da falta de harmonia entre os musicos, adveio a separacao. tempestades advirao. | Que pode acontecer. ocorrer: o dinheiro adveio ao empresario de maneira inesperada. o divorcio adveio.
aecia;;;
aecio;;;Nome Grego - Significado: Agua.
aerar;;;
aerea;;;Aerea e o feminino de aereo. O mesmo que: leviana, desatenta, airada, alheada, distraida.
aerea;;;Formado de ar. da natureza do ar: corpos aereos. | Que se passa no ar: fenomenos aereos. | Relativo a aviacao: ataque aereo. base aerea.
aereo;;adjetivo;Formado de ar. da natureza do ar: corpos aereos. | Que se passa no ar: fenomenos aereos. | Relativo a aviacao: ataque aereo. base aerea. | [Figurado] Leve, vago, vao: pensamentos aereos. | Direito aereo, conjunto das regras juridicas que regulam o uso do espaco aereo. | Linha aerea, itinerario fixo de um servico aereo. | Forca aerea, aeronautica militar. | Pintura  Perspectiva aerea, a que se obtem pela gradacao das cores e linhas.
afago;;substantivo masculino;Acao de afagar. ato de demonstrar carinho. caricia ou carinho. | Comportamento ou gesto afetuoso. que demonstra amabilidade ou cordialidade por algo ou alguem: acolheu o genro com afago. tratava seus caes com muitos afagos. | [Figurado] Agrado que se faz a alguem. favor. | [Figurado] Acao, circunstancia ou objeto que causa contentamento ou faz bem: suas historias eram um afago a alma. | [Figurado] Serenidade expressa ou causada por. suavidade: os afagos de um final de tarde. | [Figurado] Em que ha favorecimento. auxilio ou protecao: afagos do acaso.
afala;;;Afala vem do verbo afalar.
afala;;;Dizer palavras aos animais para os guiar, ou para os incitar ao trabalho: O guieiro afalava aos bois, animando-os no lance abrupto de uma rampa (Coelho Neto).
afama;;;Afama vem do verbo afamar. O mesmo que: celebriza.
afama;;;Dar fama. tornar famoso.
afano;;substantivo masculino;Acao ou efeito de afanar (roubar). furto. | Pouco usual. Trabalho arduo e demorado. afa.
afare;;;
afaro;;;
afear;;verbo transitivo;Tornar feio: pintor inabil que afeia o seu modelo.
afear;;verbo intransitivo;Tornar-se feio: ela afeou.
afete;;;Afete vem do verbo afetar. O mesmo que: prejudique, atinja, aparente, finja, simule, moleste, incomode.
afete;;;Demonstrar algo que nao condiz com a realidade. fingir, simular, aparentar: afetar desdem pelo dinheiro. | Fazer com que alguem se sinta abalado, aflito. afligir: afetou o filho com ameacas duras. | Causar incomodo. molestar: suas palavras nao afetam o povo.
afeto;;substantivo masculino;Sentimento de muito carinho por alguem ou por algum animal. amizade: o beijo e uma demonstracao de afeto. | Algo ou alguem que e alvo desse sentimento: seu afeto eram os netos. | Sentimento e emocao que se manifestam de muitos modos: a amizade e uma forma de afeto. | [Psicologia] Um dos tres tipos de funcao mental, juntamente com a volicao e com a cognicao. | [Psicanalise] Estado emocional que se relaciona com a formacao da pulsao. segundo Freud, sao designacoes que reproduzem situacoes antigas de imprescindiveis a vida e, consequentemente, anteriores a propria individualidade.
afeto;;adjetivo;Que possui ou demonstra dedicacao ou afeicao por. devotado: padre afeto as causas sociais. | Que pode ser utilizado para. para ser usado em: lucro afeto ao municipio. | Que esta sob ordens de. dependente de: medidas afetas a decisao do prefeito. | [Antigo] Que foi alvo de doenca. adoentado.
afiar;;verbo transitivo;Dar fio a, tornar mais cortante o gume de: afiar a navalha. | Preparar, apurar, dar acabamento (diz-se em especial daquilo que fere moralmente): afiar a ironia.
afilo;;adjetivo;[Botanica] Diz-se das plantas cujo caule esta desprovido de folhas, como a cuscuta (cipo-chumbo), o cacto, a veronica.
afixo;;adjetivo;Fixado, unido.
afixo;;substantivo masculino;Gramatica  Designacao dos elementos morficos que se agregam a um vocabulo. Ver prefixo e sufixo. | Matematica  Afixo de um ponto, ponto representativo de um numero complexo.
aflar;;verbo transitivo;Bafejar, soprar, insuflar. ofegar. | [Figurado] Inspirar.
aflar;;verbo intransitivo;Balancar ao vento.
aflui;;;Aflui vem do verbo afluir. O mesmo que: ocorrei, ocorri, aparecei, apareci, convergi, surgi, conflui, concorrei, concorri.
aflui;;;Convergir. ir em direcao a. aparecer em grande numero: os manifestantes revoltados afluiram ao Planalto. | Confluir. sair e/ou ir rapidamente para. chegar a determinado local. diz-se geralmente de rios ou liquidos em geral: aquele rio aflui ao mar. | [Figurado] Aparecer. surgir inesperadamente: o sol afluia ao horizonte.
afofe;;;Afofe vem do verbo afofar. O mesmo que: escarifique, amacie, amolente, levede, sache.
afofe;;;Tornar fofo, balofo. | [Figurado] Envaidecer, vangloriar: o vislumbre da fama afofou-o todo.
afofo;;;Afofo vem do verbo afofar. O mesmo que: escarifico, amacio, amolento, levedo, sacho.
afofo;;;Tornar fofo, balofo. | [Figurado] Envaidecer, vangloriar: o vislumbre da fama afofou-o todo.
afogo;;substantivo masculino;Sufocacao. | Calor, mormaco. | [Figurado] Aflicao, angustia, ansiedade. | Afobacao, pressa. | Auge, climax: no afogo da luta.
afora;;adverbio;Continuamente. de modo a seguir adiante. em frente: viva seguindo pela vida afora. viajava pelo mundo afora. | Para o lado externo, para o exterior: correu porta afora.
afora;;preposicao;Salvo. com excecao de: afora tres alunos, o resto permaneceu na sala. | Alem de. muito adiante: afora a crise emotiva, ainda ficou doente.
afoxe;;substantivo masculino;[Folclore] 1 Festa publica, nos terreiros de candomble. | Rancho carnavalesco na Bahia.
afude;;;
afulo;;;
afura;;;
agade;;;
agape;;substantivo feminino;Designacao comum para se referir ao amor de Deus. amor divino. amor incondicional. | Festividade ocorrida entre os cristaos, caracterizada pela refeicao que era compartilhada com os demais, sendo tambem celebrado o rito eucaristico. | [Por Extensao] Quaisquer festas em que ha partilha de refeicoes, almocos, confraternizacao. | [Por Extensao] Refeicao que se faz entre pessoas amigas. | [Por Extensao] Designacao antiga de Eucaristia, sacramento.
agata;;substantivo feminino;Rocha de silex extremamente dura, de cores variadas, formada de faixas paralelas de calcedonia, quartzo hialino e de ametista. (A agata e muito usada na fabricacao de joias e berloques.).
agato;;;
agave;;substantivo feminino;[Botanica] Planta originaria da America Central, cultivada nas regioes quentes, que permanece muitas dezenas de anos em estado vegetativo para florescer uma unica vez. Nome vulgar: piteira, pita. | As agaves possuem um tufo de folhas espessas, carnosas e fibrosas. Do centro do tufo, ergue-se uma haste, no alto da qual se prendem as flores, formando uma inflorescencia.
ageus;;;
agina;;;
agino;;adjetivo;[Botanica] O mesmo que aginico.
agite;;;Agite vem do verbo agitar. O mesmo que: abane, sacuda, vibre.
agite;;;Movimentar, sacudir em diversos sentidos: agitar um liquido. | Revolucionar, sublevar: agitar o povo. | [Figurado] Excitar, perturbar: as paixoes o agitam.
agito;;substantivo masculino;Estado ou circunstancia que demonstra excesso de excitacao. muita animacao. agitacao ou muvuca. | Acontecimento festivo, normalmente, direcionado aos jovens.
agnes;;;
agogo;;substantivo masculino;[Brasil] Instrumento de percussao em forma de ferradura arrematada por duas campanulas de ferro. (E originario da Africa.).
agono;;adjetivo;Que nao apresenta angulos.
agora;;adverbio;Nesta hora. neste exato momento. ja: agora nao posso atender ao seu pedido. | De modo recente. ha pouco tempo: eles foram ao supermercado agora mesmo. | Na epoca corrente. nos dias de hoje. atualmente: agora ja nao se usa este tipo de roupa. | A partir dessa circunstancia, desse instante. doravante: ja fiz o que podia, agora o problema e seu! | Numa circunstancia posterior. depois: antes nao sabia falar, agora nao sabe ficar quieto!
agora;;conjuncao;Todavia, mas: em casa e super timido, agora, na escola fala sem parar.
agraz;;adjetivo;Azedo.
agraz;;substantivo masculino;Fruta (especialmente a uva) acida e verde.
aguai;;substantivo masculino;[Botanica] 1 O mesmo que mata-olho. | O mesmo que mata-olho, acepcao 4.
aguar;;verbo transitivo direto;Borrifar com agua. regar, molhar: aguar as plantas. | Misturar com agua: aguar o vinho. | Alterar o conteudo de algo pela adicao de agua. adulterar: aguar a gasolina.
aguar;;verbo transitivo direto e pronominal;Por agua em excesso: a limonada ficou aguada. a planta se aguou com a chuva.
aguar;;verbo intransitivo;Ter aumentada a salivacao, por forca do desejo frustrado de comer ou beber algo: aguava pelo chocolate! | [Figurado] Ter frustrado um desejo intenso: aguou diante dos obstaculos. | [Veterinaria] Apanhar aguamento: o cavalo aguou.
aguas;;;Aguas vem do verbo aguar. O mesmo que: banhas, banhes, irrigues, irrigas, regues, regas, adulteres, adulteras.
aguas;;;Borrifar com agua. regar, molhar: aguar as plantas. | Misturar com agua: aguar o vinho. | Alterar o conteudo de algo pela adicao de agua. adulterar: aguar a gasolina.
aguda;;;Aguda vem do verbo agudar.
aguda;;;Variacao de agucar.
agudo;;adjetivo;Terminado em ponta. afiado, pontiagudo: lamina aguda. | [Figurado] Que e permanente, cortante. fino, penetrante: voz aguda. | [Figurado] Com muita intensidade: paixao aguda. | [Figurado] Com uma percepcao muito elevada, falando especialmente dos sentidos: vista aguda. | [Figurado] Que expressa perspicacia, agudeza. perspicaz, sutil: observacao aguda. | [Medicina] Que evolui muito rapidamente e se contra no seu estado mais alarmante. em seu paroxismo: crise aguda. | [Matematica] Cujo angulo e inferior a 90o: angulo agudo.
agudo;;substantivo masculino;Som elevado, com alta frequencia: uma vitrola que reproduz bem os agudos.
agudo;;expressao;Angulo agudo, angulo menor que o angulo reto. | [Medicina]  Doenca aguda. Doenca que apresenta evolucao rapida.
agues;;;Agues vem do verbo aguar. O mesmo que: banhes, irrigues, regues, adulteres.
agues;;;Borrifar com agua. regar, molhar: aguar as plantas. | Misturar com agua: aguar o vinho. | Alterar o conteudo de algo pela adicao de agua. adulterar: aguar a gasolina.
aguia;;substantivo feminino;Ave de rapina de grande porte (envergadura 2,50 m), que habita as altas montanhas. (Ordem dos falconideos.). | Insignia, estandarte, bandeira que traz desenhada uma aguia: as aguias romanas. | [Brasil] Nome vulgar de algumas aves de rapina, como o gaviao-real ou harpia. | [Figurado] Espirito superior, genio. | [Brasil] Fam. Espertalhao, velhaco, tratante. | Olho, vista de aguia, muito penetrante. | Nariz de aguia, nariz adunco.
aiace;;;
aiala;;;
ainao;;;
ainda;;adverbio;Ate este exato momento. ate agora: o professor ainda nao chegou. | Naquele momento passado. ate entao: eu fui embora da festa, mas minha mae ainda ficou por la. | Num instante recente. agora mesmo: ainda ha pouco ouvi seus gritos. | Que tende a chegar num tempo futuro. ate la: quando ele voltar, ela ainda estara esperando. | Num certo dia. algum dia indeterminado: voce ainda vai ser famoso. | Em adicao a. mais: ha ainda outras concorrentes. | No minimo. ao menos: ainda se fosse rico, mas nao sou. | De modo inclusivo. inclusive: gostava de todos os alunos, inclusive os mais bagunceiros.
aipim;;substantivo masculino;[Botanica] Planta da familia das euforboiaceas, Manihot palmata, cujas raizes sao aproveitadas na culinaria para extrair farinha, polvilho, bebidas etc.. mandioca, macaxeira. | [Botanica] A propria raiz dessa planta: uma porcao de aipim, por favor.
ajaja;;feminino;[Portugal] Buraco, na quilha dos barcos de pesca, pelo qual cai a agua, com que elles se lavam.
ajeru;;substantivo masculino;[Ornitologia] Variacao de papagaio-verdadeiro. Variacao de ajuru.
ajuda;;substantivo feminino;Acao ou efeito de ajudar. auxilio, socorro: dar ajuda a alguem. | Assistencia ou favor que se oferece a alguem sem cobrar nada em troca. benevolencia, obsequio. | [Historia] Especie de tributo federal. | [Regionalismo: Nordeste] Adicionamento de uma substancia alcalina ao caldo da cana-de-acucar para eliminar os acidos nele contidos. | [Religiao] Capela menor que faz parte de uma igreja paroquial.
ajuda;;expressao;Ajuda de custo. Suplemento pago por determinados servicos, para determinadas despesas.
ajude;;;Ajude vem do verbo ajudar. O mesmo que: acolite, acuda, auxilie, coadjuve, salve, socorra.
ajude;;;Auxiliar, prestando socorro. socorrer: ajudar os amigos. | Facilitar, tornando algo mais facil. dar sua contribuicao a: o cha ajuda a digestao. | Dar ajuda: vamos todos ajudar.
ajudo;;;Ajudo vem do verbo ajudar. O mesmo que: acolito, acudo, auxilio, coadjuvo, salvo, socorro.
ajudo;;;Auxiliar, prestando socorro. socorrer: ajudar os amigos. | Facilitar, tornando algo mais facil. dar sua contribuicao a: o cha ajuda a digestao. | Dar ajuda: vamos todos ajudar.
ajuga;;substantivo feminino;Planta de flores cor-de-rosa de ramos espinhosos, comum nos campos, a beira dos caminhos. (Altura maxima: 50 cm. subfamilia das papilionaceas.) O mesmo que ajugaiba.
ajuru;;;
alabe;;substantivo masculino;[Folclore] No culto dos jejes, o encarregado do instrumental do candomble.
